STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,DO_Min,DO_MAX,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FecalStreptococci_Min,FecalStreptococci_Max,Latitude,Longitude
1370,MADHYA PRADESH,23,34,6.4,7.6,7.5,8.6,440,1052,2.4,7,0.3,3.2,17,12000,430,160000,,,22.97582,75.917157
1468,"MADHYA
PRADESH",23,34,5.7,7.3,7.7,8,549,1672,5,18,0.3,4.1,220,92000,1600,160000,23,23,23.211447,75.774618
3315,"MADHYA
PRADESH",23,34,6.4,7.6,6.9,8.4,512,1064,2.8,9,0.3,3.1,11,14000,120,160000,,,22.975913,75.917152
3316,"MADHYA
PRADESH",22,26,6.5,7.5,7.3,8.3,386,968,2,4,0.3,1.9,2,540,94,16000,,,23.486294,75.654008
3317,MADHYA PRADESH,21,25,7,7.4,7.1,8.1,249,390,1.5,2.4,0.3,0.9,1,68,46,82,,,22.969472,76.056836
30037,UTTARAKHAND,-,-,8.6,8.6,7.3,7.3,429,429,1,1,0.2,0.2,5400,5400,16000,16000,-,-,29.184058,77.32613
2724,UTTARAKHAND,18,20,2.2,3,6.8,8.2,570,588,25,30,-,-,-,-,1600,1600,-,-,30.25,78.016667
2734,UTTARAKHAND,12,38,3.2,7.2,6.9,7.8,156,540,1.5,6.6,-,-,-,-,-,-,-,-,29.206769,78.986242
2735,UTTARAKHAND,12,38,0.2,3,5.8,7.5,244,660,20,56,-,-,-,-,-,-,-,-,29.146732,78.982975
2732,UTTARAKHAND,12,31,1.2,7.6,7.1,7.8,167,598,1.8,15,-,-,-,-,-,-,-,-,29.111195,78.908723
2733,UTTARAKHAND,12,31,0.2,3.6,6.8,7.9,176,830,6,60,-,-,-,-,-,-,-,-,29.15049,78.893386
2731,UTTARAKHAND,12,38,3,8.2,7.1,8.1,210,580,2,12,-,-,-,-,-,-,-,-,29.158694,79.03956
2728,UTTARAKHAND,10,22,6.8,7.6,7.3,7.8,180,260,1.2,1.8,-,-,-,-,-,-,-,-,29.209064,79.537174
2729,UTTARAKHAND,12,38,2.8,6.4,6.9,7.7,248,816,2,12,-,-,-,-,--,-,-,-,28.899748,79.525623
2730,UTTARAKHAND,12,38,4.2,6.8,7.3,7.9,207,590,3.6,10,-,-,-,-,-,-,-,-,28.848162,79.158928
2736,UTTARAKHAND,12,30,4,6.2,7.2,8.2,165,260,3.8,12,-,-,-,-,-,-,-,-,28.957324,79.692169
2737,UTTARAKHAND,12,38,3.6,6.4,7.2,7.9,201,553,3.8,15,-,-,-,-,-,-,-,-,28.91,79.691
3439,UTTARAKHAND,11,38,1.4,6.4,6.5,7.6,423,560,4,24,-,-,-,-,-,-,-,-,28.932,79.388
3438,UTTARAKHAND,11,38,3.2,6.8,7.1,7.8,340,520,4,10,-,-,-,-,-,-,-,-,28.978,79.399
1064,UTTAR PRADESH,16,33,5.5,10.8,7.7,8.9,294,612,3.1,7.2,-,-,3200,8400,4100,20000,-,-,27.190822,79.818261
30078,UTTARAKHAND,27.8,27.8,8.2,8.2,7.3,7.3,175,175,-,-,0.5,0.5,2000,2000,7800,7800,-,-,29.515201,78.755946
30077,UTTAR PRADESH,28.2,28.2,8.3,8.3,7.4,7.4,177,177,-,-,0.5,0.5,2000,2000,13000,13000,-,-,29.310032,78.63653
2497,UTTAR PRADESH,16,23,-,-,7.3,7.8,1550,1930,36,68,22.4,24.4,-,-,110000,210000,-,-,28.980857,77.790428
1477,"UTTAR
PRADESH",-,-,6.2,9.3,7.1,7.6,417,682,3.5,5.5,0.1,1,450,4500,4900,17000,78,78,29.474581,77.67095
1478,"UTTAR
PRADESH",-,-,-,-,7.1,7.1,834,1028,74,81,0.3,0.9,3300000,7000000,9400000,9400000,"210000
0",2100000,29.432533,77.675953
1065,UTTAR PRADESH,16,32,5.7,9.8,7.7,8.4,202,750,3.6,6,-,-,1700,6300,5400,31000,-,-,27.161314,79.919914
30038,UTTAR PRADESH,,,5.2,5.2,7.1,7.1,284,284,1.6,1.6,0.9,0.9,5400,5400,9200,9200,-,-,29.491551,77.990514
2482,"UTTAR
PRADESH",21,32.5,7.5,8.4,8.2,8.6,346,506,2.4,3.9,0.1,0.3,1100,2200,2200,3400,-,-,25.386717,82.852628
2483,"UTTAR
PRADESH",21,32.5,1.6,4.8,7.5,8.1,559,862,11.6,32.4,0.8,2.1,46000,180000,79000,280000,-,-,25.332956,83.043393
1361,UTTAR PRADESH,16,31,5.6,8.5,7.3,8.7,200,448,2,3.4,0.3,0.7,2100,4100,4100,6300,-,-,26.649979,80.793854
2484,UTTAR PRADESH,21,32.5,6.7,8.6,8.2,8.6,348,468,3,3.9,0.1,0.3,4600,13000,9400,17000,-,-,25.629922,82.756208
1350,UTTAR PRADESH,18.3,27.1,3.3,11.2,7.5,8.9,164,498,1.8,4,0.3,2.5,450,4900,700,14000,-,-,27.572878,80.67895
1351,UTTAR PRADESH,18,33.8,3.2,10.9,7.4,8.9,190,508,2.8,5.2,0.9,2.1,2200,22000,3300,70000,-,-,26.862031,80.931322
1352,"UTTAR
PRADESH",19,33.5,1.3,2.8,7.3,7.8,239,813,8.6,12.5,1.9,4.1,49000,350000,79000,540000,-,-,26.833275,80.995211
1353,"UTTAR
PRADESH",21,32,6.7,8.3,8.1,8.8,360,508,3.3,4.1,0.2,0.4,8000,17000,14000,27000,-,-,25.751611,82.726469
1072,"UTTAR
PRADESH",20.5,32,6.8,8.7,8.3,8.5,352,494,2.8,3.8,0.15,0.32,4300,11000,9400,17000,-,-,25.507856,83.158181
10083,UTTAR PRADESH,16,27.6,3.5,10.8,7.3,8.7,160,433,1.2,4.2,BDL,1.3,140,1700,940,3200,-,-,27.350312,80.460211
10084,"UTTAR
PRADESH",17,27.7,3.4,10,7.4,8.8,161,436,1.4,4.4,BDL,1.3,170,2300,1100,3400,-,-,27.264416,80.536883
10085,"UTTAR
PRADESH",16.4,27.3,3.5,10.1,7.4,8.8,162,435,1.8,4.4,BDL,1.3,130,3300,790,4700,-,-,27.20118,80.765942
10086,UTTAR PRADESH,16.6,27.5,3.1,9.6,7.5,8.8,164,437,2,4.8,0.6,1.5,170,4900,940,13000,-,-,27.157858,80.814725
10087,"UTTAR
PRADESH",18,33.8,3.2,10.7,7.4,8.9,190,507,3,5.4,0.9,2.2,2200,22000,3400,54000,-,-,26.692102,81.540094
10088,UTTAR PRADESH,18,33.8,3,10.4,7.4,8.8,198,510,3.2,5.6,0.9,2.2,2400,33000,3500,70000,-,-,26.642458,81.607771
10089,UTTAR PRADESH,18.5,34,2.2,3.8,7.3,7.9,199,590,7,10,1.4,3,17000,170000,21000,240000,-,-,27.820752,80.430492
10090,UTTAR PRADESH,18.5,34,1.2,3.4,7.3,7.8,203,601,7.5,10.4,1.7,3,17000,240000,22000,540000,-,-,27.807317,80.43667
10091,UTTAR PRADESH,19,33.5,1.7,2.9,7.3,8.8,226,810,8,10.6,1.9,3.8,33000,92000,70000,160000,-,-,25.769442,82.66231
10092,UTTAR PRADESH,19,33.5,1.4,2.4,7.3,7.8,239,814,9,11.2,2,3.9,49000,170000,79000,220000,-,-,25.736173,82.739971
10093,UTTAR PRADESH,19.5,33,3.3,4.9,7.3,8.8,194,592,3.4,6.5,1,1.7,2200,46000,4000,70000,-,-,26.748711,81.200905
10094,UTTAR PRADESH,19.5,33,3.4,5.5,7.4,8.7,192,577,3,5.6,1,1.7,1700,33000,3300,49000,-,-,26.736951,81.23135
10095,UTTAR PRADESH,19,28,5.9,8,7.7,8.2,298,471,4.2,4.9,0.8,0.9,4600,5900,7000,8300,-,-,26.289367,82.066786
10096,UTTAR PRADESH,19,28,6.1,8,7.7,8.2,289,469,4.3,4.8,0.8,0.9,4300,5600,6800,8400,-,-,26.264406,82.142486
10097,"UTTAR
PRADESH",21,32,7.3,9.2,8.2,8.4,338,478,2.2,3.5,0.1,0.3,700,1700,1400,3400,-,-,25.748703,82.68484
2491,UTTAR PRADESH,16,33,6.2,7.8,7,7.7,226,398,5,6,-,-,2500,27000,7900,48000,-,-,26.733174,83.347894
1363,UTTAR PRADESH,14,33,6.4,8.7,7,8.1,242,344,3.2,5.4,-,-,2100,21000,11000,35000,-,-,26.754692,83.334211
1354,UTTAR PRADESH,16,26,9,10.8,7.7,7.9,189,411,2.6,3.4,0.2,0.8,2400,24000,3100,31000,-,-,26.797519,82.234306
1355,UTTAR PRADESH,14,33,6.6,7.8,7,7.8,236,2332,3.6,5.8,-,-,1300,14000,8400,33000,-,-,26.169467,83.868992
2492,UTTAR PRADESH,18,33,6.6,8,6.8,7.8,228,392,3.7,5.8,-,-,1300,18000,6300,36000,-,-,26.278524,83.513885
1076,BIHAR,18,32,7.6,9.8,7.3,8.2,196,350,1.1,2.7,0.2,0.39,200,17000,1100,35000,-,-,25.771153,84.654639
1359,"UTTAR
PRADESH",18.5,29,7.8,9.9,8.2,8.3,222,266,1.3,2.8,0.2,0.7,200,500,800,1700,-,-,24.339814,83.003589
1360,UTTAR PRADESH,18.5,29,7.6,9.5,8.1,8.5,240,282,2,3.3,BDL,0.8,500,2200,1400,4300,-,-,24.261214,83.009353
1075,BIHAR,13,34,6.4,9.3,7,8.7,175,311,1.4,2.4,0.01,0.77,930,17000,11000,160000,-,-,25.5753,84.798144
3121,BIHAR,19,34,6,9.2,7.6,8,163,290,1.3,2.3,0.2,0.5,610,13000,1100,22000,-,-,24.671905,84.010068
3127,BIHAR,19,34,7,9.3,7,8.6,173,309,1.1,2.6,0.2,0.4,1100,7000,5500,160000,-,-,25.297742,84.678992
3128,BIHAR,14,37,6.2,8.7,7.4,8.1,105,278,1.4,2.4,0.2,0.3,400,9400,2600,28000,-,-,25.045209,84.332819
2556,BIHAR,18,35,6.5,9.4,7.4,8,102,268,1.1,1.9,0.2,0.6,680,7000,5500,28000,-,-,24.902403,84.2074
4406,BIHAR,14,38,6.3,9.6,7.6,8.4,12,509,1.4,2.8,0,0.3,1100,35000,17000,160000,-,-,24.885016,84.213799
4407,BIHAR,24,35,6,8.3,7.7,8,146,306,1.5,2.3,BDL,0.5,200,2600,7900,22000,-,-,24.887181,84.2106
4298,BIHAR,19,36,6.3,8.9,7.3,8,137,264,1.7,2.3,0.2,0.7,1400,11000,6300,28000,-,-,24.902545,84.195807
1078,BIHAR,13,31,7,9.2,7.5,8.5,218,350,1.4,2.4,0.2,0.21,1700,14000,7900,35000,-,-,25.675279,85.189845
2568,BIHAR,14,29,7.5,9.2,7.2,8.3,216,343,1.4,2.4,0.2,0.3,1300,8400,6300,15000,-,-,25.988349,85.045545
3125,BIHAR,15,31,7.2,9.8,7.3,8.1,217,355,1.1,2.5,0.2,0.3,2700,9400,7000,35000,-,-,26.360672,84.749947
10126,BIHAR,14,31,7.4,9.1,7.8,8.5,212,380,1.5,2,0.2,0.2,3600,17000,5500,33000,-,-,25.678586,85.194604
10163,BIHAR,14,32,7.5,9.3,7.5,8.5,187,395,1.6,2.5,0.2,0.1,200,7400,3300,33000,-,-,25.692357,85.195574
2575,BIHAR,17,34,5.4,8.5,7.4,8.1,214,475,1.4,4,0.2,1.3,1100,14000,3300,35000,-,-,26.560646,85.052409
1820,BIHAR,16,34,BDL,8.1,7.1,8,245,724,1.6,7,0.1,0.9,1300,35000,3900,160000,-,-,26.960335,84.534192
3134,BIHAR,15,35,6.2,9,7.5,8.1,210,433,1.7,2.7,0.2,1,1100,28000,3300,160000,-,-,26.148036,85.373764
4291,BIHAR,16,34,BDL,8,7.3,7.8,258,768,1.6,10,0.3,0.9,780,35000,9300,160000,-,-,27.105633,84.454622
2570,BIHAR,17,35,7.3,10,7.7,8.7,193,445,1.3,2.5,0.2,0.6,680,28000,2100,160000,-,-,25.867123,85.784927
3124,BIHAR,14,33,6.5,10.2,7.7,8.2,200,506,1.3,2.6,0.2,0.4,400,35000,5500,160000,-,-,26.136076,85.381196
2562,BIHAR,14,36,6.4,10,7.6,8.3,216,500,1.8,2.8,0.1,0.6,3100,54000,5500,160000,-,-,26.138571,85.388808
4403,BIHAR,17,35,6.8,8.2,7.4,8.3,312,445,1.6,2.3,0,0.3,1100,21000,1400,160000,-,-,26.415383,85.066452
4300,BIHAR,17,34,4.2,8.6,7.2,8.8,218,454,1.5,9.9,0.2,0.3,1700,14000,5500,35000,-,-,26.660087,85.01303
4295,BIHAR,18,31,6.1,9.6,7.6,8.4,259,579,1.7,2.8,0.2,0.5,400,11000,2400,28000,-,-,25.501374,86.479837
3126,BIHAR,17,35,5.1,9.8,7.3,8.1,235,451,1.2,2.5,0.2,0.7,450,22000,4900,160000,-,-,27.094829,84.143868
2558,BIHAR,17,35,3.2,8.5,7.1,8,259,483,1.3,8,0.3,0.6,6100,17000,7900,92000,-,-,27.105529,84.454541
2567,BIHAR,16,33,5.4,9.8,7.4,8.1,169,423,1.6,2.8,0.2,0.3,1700,22000,5500,92000,-,-,26.269758,86.268875
2569,BIHAR,16,33,4.4,9.8,7.2,7.9,116,518,1.5,2.3,0.2,0.4,1500,54000,6300,160000,-,-,26.135844,86.333137
3133,BIHAR,16,30,6.6,10,7.6,8.6,175,438,1.4,2.4,0.2,0.4,2000,35000,6300,160000,-,-,26.596857,86.144676
4299,BIHAR,19,32,5.1,10,7.3,7.9,32,314,1.7,2.4,0.2,0.3,1400,22000,1700,92000,-,-,26.195014,85.998259
2565,BIHAR,17,31,6.4,9.3,7.7,8.1,110,243,1.6,2.6,0.2,0.2,1100,13000,2600,17000,-,-,25.42082,87.236262
2566,BIHAR,17,33.5,6.6,9,7.1,7.8,193,342,1.8,2.9,0.2,0.2,180,22000,3300,35000,-,-,25.930352,86.801274
3137,BIHAR,12,33,6.5,10.5,6.5,8,207,347,1.2,2.3,0.2,0.1,780,4500,1100,28000,-,-,25.386081,87.092419
1821,BIHAR,15,32,BDL,9,7.2,7.9,333,1380,2.2,6,0.2,0.8,680,17000,11000,35000,-,-,26.222639,84.354122
4397,BIHAR,18,32,6.3,9.5,7.2,7.9,425,1730,2.4,10,BDL,0.8,930,17000,2700,35000,-,-,26.222569,84.354022
2560,BIHAR,14,26,6,7.3,7.3,8,407,540,2,2.8,0.2,0.2,6100,11000,14000,22000,-,-,26.520035,84.357095
2561,BIHAR,16,28,5.5,9.2,7.3,7.8,334,660,1.4,2.9,0.2,0.1,3100,17000,7000,54000,-,-,26.223497,84.347097
3129,BIHAR,18,29,6,8.4,7.2,8,396,600,1.6,2.8,0.2,0.3,2200,17000,6800,54000,-,-,26.364956,84.360872
4292,BIHAR,14,25,6.1,8.6,6.7,7.8,401,524,1.9,2.6,0.3,0.1,1300,4000,4900,11000,-,-,26.231264,84.354868
1823,BIHAR,17,34,4.5,9.7,7.3,8,181,376,2,5.6,0.2,0.4,2000,28000,6800,160000,-,-,26.410836,86.237178
4405,BIHAR,25,36,4.8,8.7,7.2,8,199,493,1.7,5.6,0.1,0.3,1700,28000,17000,92000,-,-,26.411533,86.237133
2559,BIHAR,16,36,BDL,5.6,6.2,7.7,224,905,2,12,0.2,1.2,1400,22000,11000,160000,-,-,27.170083,84.322471
3130,BIHAR,16,36,BDL,6,6.7,7.7,24,479,1.6,8.4,0.2,1,1700,21000,6300,160000,-,-,27.17026,84.322348
1822,BIHAR,17,33,BDL,4.4,6.8,7.6,487,894,2.8,30,0.2,4.1,1700,54000,11000,160000,-,-,26.98375,84.857739
3136,BIHAR,17,33,BDL,5.1,6.9,7.5,468,907,2.6,30,0.2,3.9,11000,54000,22000,160000,-,-,26.988061,84.855244
3132,BIHAR,16,33,7.1,9.4,7.5,8.5,8,464,1,2.2,0.1,1,1100,22000,1400,160000,-,-,26.341991,85.481683
3135,BIHAR,20,36,7,10,7.5,8.8,212,404,1.6,2.6,0.2,0.9,2400,54000,6100,92000,-,-,26.038984,85.891341
3131,BIHAR,16,32,7,8.9,7.4,8.2,237,566,1.3,2.5,0.2,0.3,780,17000,2700,92000,-,-,26.658543,85.400266
2563,BIHAR,17,32,BDL,8,6.5,8.3,251,498,1.4,6,0.2,0.5,450,28000,3300,160000,-,-,26.576389,85.317222
4402,BIHAR,18,33,2.7,7.2,7,7.8,334,543,1.8,5.2,BDL,0.5,930,14000,1400,54000,-,-,25.527166,85.396373
3119,BIHAR,19,35,6,8,7.1,8.3,225,449,1.6,2.8,0.2,0.5,1700,17000,9300,35000,-,-,25.513517,85.292658
3120,BIHAR,20,35,5.8,9.9,7.6,8.2,190,454,1.4,2.6,0.2,0.5,360,11000,1100,28000,-,-,25.217822,84.826131
4293,BIHAR,17,35,4.5,8.9,7.3,8.3,279,666,1.7,2.4,0.3,0.6,1400,22000,7000,35000,-,-,26.78378,84.65578
4294,BIHAR,17,35,1.5,7.8,6.5,8.1,28,809,2.3,8.0,0.3,1.1,180,28000,11000,160000,-,-,26.784669,84.655511
4399,BIHAR,18,33,3.7,7.6,7.5,8.1,205,462,1.7,2.2,0,0.5,1100,14000,7000,92000,-,-,27.096767,84.121881
4400,BIHAR,16,30,6.1,7.5,7.4,8.1,359,561,1.8,3.1,0,0.2,820,35000,1400,160000,-,-,26.588526,85.499289
4401,BIHAR,18,31,3.5,6.3,7.1,7.8,436,1160,1.8,3.2,0,0.3,830,17000,1200,28000,-,-,26.73899,85.541954
4404,BIHAR,28,37,0.8,7.6,7.3,7.9,241,1030,1.9,8,0.1,0.3,3300,1700000,21000,2800000,-,-,25.724543,84.825249
2117,MADHYA PRADESH,20.5,35,5.2,6.5,7.5,7.8,308,526,2.2,3.4,0.2,0.8,2,61,47,140,-,-,24.518131,81.299578
1433,MADHYA PRADESH,11,30,6.5,8.5,7,8.8,160,1393,1.2,2.5,0.4,1.2,2,4,2,84,-,-,26.226494,77.995516
1610,MADHYA PRADESH,19.2,30,6.8,7.3,7.4,7.7,173,236,0.1,1.8,0.3,0.4,-,-,1.8,2,-,-,22.658372,81.766812
1142,MADHYA PRADESH,22.5,31,6.9,7.8,7.7,8,289,3267,1,7.8,0.3,0.9,2,2,27,63,-,-,23.169815,81.656141
1371,"MADHYA
PRADESH",22.4,31,7,7.8,7.6,7.9,286,789,0.8,2,0.3,1.1,-,-,33,70,-,-,23.36049,81.499529
1612,MADHYA PRADESH,22,30.5,0.7,7.9,7.7,7.9,253,616,0.6,1.6,0.3,0.6,-,-,27,63,-,-,24.191914,81.287449
3327,MADHYA PRADESH,22.6,31.2,6.8,7.7,7.7,8.1,312,3568,1.2,2.0,0.4,1.2,-,-,38,70,-,-,23.200563,81.588112
3834,MADHYA PRADESH,20.2,32,6.5,7.6,7.2,7.8,60,365,1.6,1.9,0.4,2.4,-,-,11,17,-,-,24.549617,82.351214
3836,MADHYA PRADESH,20.2,34,6.2,7.7,7.4,7.8,110,560,1.8,1.9,0.4,0.6,-,-,9,21,-,-,24.161817,82.385269
3846,MADHYA PRADESH,22.8,31,7,7.9,5.4,7.9,296,792,0.7,1.7,0.3,0.8,-,-,27,63,-,-,23.314763,81.459256
30082,MADHYA PRADESH,21.2,21.2,7.8,7.8,7.6,7.6,215,215,1.7,1.7,0.5,0.5,4500,4500,17000,17000,-,-,24.597064,82.729328
3851,MADHYA PRADESH,21,35,6.3,7.7,7.3,7.7,316,624,0.8,1.4,0.1,0.3,2,2,25,47,-,-,24.485848,81.993897
3835,"MADHYA
PRADESH",20.2,32,6,7.6,7.1,7.6,60,350,1.4,1.7,0.4,2.4,-,-,11,21,-,-,24.044837,82.730077
1607,"MADHYA
PRADESH",26,29,4,7.8,7.2,8.7,315,1424,1.8,2.8,0.2,1.0,4,6,110,170,-,-,26.429359,78.430415
3313,MADHYA PRADESH,20.1,29,6.4,7,7.2,7.6,293,587,1.0,2.2,0.3,0.4,2,4,21,39,-,-,24.5415,81.1523
3314,MADHYA PRADESH,19.9,29,5.9,6.8,7.3,7.7,319,613,1.2,1.5,0.2,0.4,2,4,27,58,-,-,24.5849,81.1207
3319,MADHYA PRADESH,21,24,6.4,7.5,7.3,7.8,144,7115,2.0,3.5,0.6,1.2,2,36,40,210,-,-,23.389808,76.720364
3320,MADHYA PRADESH,13,32,6,8.6,7,8.8,188,1214,1.4,1.8,0.4,1.2,2,2,26,43,-,-,24.010655,76.734197
3310,"MADHYA
PRADESH",22,26,6.8,7.9,7.6,7.9,312,690,1.8,3.4,0.1,1.0,2,33,48,220,-,-,23.056541,75.388095
3306,"MADHYA
PRADESH",12,30,6.3,8,7.2,8.4,177,503,1.4,2.1,0.4,0.9,2,2,24,48,-,-,24.516301,77.147711
3307,MADHYA PRADESH,7.2,31,5.7,7.2,7.2,9.3,198,855,1.8,2.3,0.6,0.9,2,4,33,58,-,-,24.51305,77.155586
2100,MADHYA PRADESH,16.8,30.3,7.3,7.6,7.3,8.3,220,3420,1.3,1.9,0.1,1.7,1.8,12,39,48,-,-,23.117239,79.99781
3311,MADHYA PRADESH,23,34,6.6,7.3,7.2,8.7,207,410,0.4,1.3,0.3,0.4,-,-,3,24,-,-,24.746865,78.829917
4085,JHARKHAND,13,30,4.2,8.4,6.5,7.6,-,-,2.6,5.3,-,-,140,150,750,930,-,-,23.411517,85.402979
2396,JHARKHAND,10,29,4.9,8.6,6.5,8,-,-,3.0,3.8,-,-,140,150,750,930,-,-,23.455233,85.310539
3554,JHARKHAND,18.5,36.5,7.3,7.6,7.2,7.6,-,-,2.1,2.6,-,-,-,-,-,-,-,-,23.79413,85.863369
2388,JHARKHAND,20,40,7.2,8.4,7.1,7.4,-,-,1.2,2.7,-,-,-,-,-,-,-,-,24.324314,85.522031
2389,JHARKHAND,19.5,39,7.2,8.7,7.2,7.4,-,-,1.3,2.6,-,-,-,-,-,-,-,-,23.925367,85.765203
2390,JHARKHAND,17,36,7.5,7.9,7.4,7.7,-,-,0.7,1.2,-,-,-,-,-,-,-,-,23.780586,85.876131
4000,JHARKHAND,16,38,5.5,7.2,6.2,7.5,-,-,4.3,4.9,-,-,-,-,-,-,-,-,23.7127,86.192737
2379,JHARKHAND,20,41.5,3.8,6.9,6.6,7.3,-,-,1.7,2.8,-,-,-,-,-,-,-,-,23.652631,85.318525
2381,JHARKHAND,19.5,36,7,7.5,7.2,7.5,-,-,2.1,2.7,-,-,-,-,-,-,-,-,23.770609,85.922067
1034,JHARKHAND,11,29,8.1,8.6,7.1,7.5,-,-,1.9,2.5,-,-,140,150,750,930,-,-,22.460644,84.331716
2378,JHARKHAND,18.5,41.5,7,8.6,7.2,7.4,-,-,1.3,2.9,-,-,-,-,-,-,-,-,23.633408,85.709433
3555,JHARKHAND,19,36,7.4,7.7,7.5,7.6,-,-,1.4,2.4,-,-,-,-,-,-,-,-,23.771032,85.913316
4083,JHARKHAND,19,23,8,8.3,7.2,7.4,-,-,2.6,2.7,-,-,140,150,750,930,-,-,23.68358,85.008402
3553,JHARKHAND,17,37.5,7.3,7.6,7.3,7.6,-,-,1.0,2.5,-,-,-,-,-,-,-,-,23.718122,86.201578
3556,JHARKHAND,19,37,7.2,7.6,7.4,7.5,-,-,2.0,2.4,-,-,-,-,-,-,-,-,23.746417,85.845914
3557,JHARKHAND,18.5,37,7.4,7.5,7.2,7.5,-,-,1.8,2.8,-,-,-,-,-,-,-,-,23.766122,86.022026
2382,JHARKHAND,18,36,7.3,7.5,7.4,7.5,-,-,2.0,2.6,-,-,-,-,-,-,-,-,23.761172,86.011903
2380,JHARKHAND,20,42,7,8.2,7.2,7.4,-,-,2.1,3.5,-,-,-,-,-,-,-,-,23.640906,85.510328
2383,JHARKHAND,18,39,7.2,7.7,7.3,7.6,-,-,1.0,2.3,-,-,-,-,-,--,-,-,23.700981,86.372953
2384,JHARKHAND,19,39.5,7.3,7.6,7.3,7.6,-,-,0.9,2.2,-,-,-,-,-,-,-,-,23.643092,86.464492
2391,JHARKHAND,16,37,7.4,7.8,7.4,7.6,-,-,0.8,1.6,-,-,-,-,-,-,-,-,23.681006,86.751872
1331,WEST BENGAL,19,34,7.6,10.4,7,8.4,189,390,1.5,4.0,0.1,1.0,1200,6300,2000,11000,-,-,23.685031,86.823472
1332,WEST BENGAL,21,35,7.6,9,7.1,8.3,156,407,1.7,3.2,0.3,0.9,1500,11000,2100,22000,-,-,23.646961,86.897068
1333,WEST BENGAL,21,35,7.2,10.8,7.2,8.5,327,520,1.2,3.7,0.1,0.9,920,8000,1400,17000,-,-,23.584399,87.103495
1334,WEST BENGAL,18,34,6.5,8.2,7.1,8.3,292,1049,2.2,5.2,0.1,1.0,5800,17000,7000,160000,-,-,23.429785,87.364995
10107,WEST BENGAL,20,33,7.2,10,7.3,8.5,248,453,1.4,3.7,0.1,1.0,910,13000,1400,35000,-,-,23.583292,87.104001
10108,WEST BENGAL,20,34.5,7.1,10.1,7.2,8.5,244,463,1.1,3.6,0.1,1.0,1300,4000,1700,12000,-,-,23.524931,87.244592
10109,WEST BENGAL,19.5,36,8,10.2,7.4,8.4,130,392,1.6,2.4,0.1,0.9,1100,11000,1300,35000,-,-,23.683818,86.829122
10110,WEST BENGAL,20,34.5,7,10.2,7,8.4,247,460,1.3,3.6,0.1,1.0,1300,2700,1500,12000,-,-,23.574011,87.117749
10111,WEST BENGAL,20,35,7,9.8,7.2,8.6,226,519,1.3,3.8,0.1,1.0,2000,5000,2700,54000,-,-,23.568689,87.141651
2527,WEST BENGAL,23,33.5,7.6,9.8,7.3,8.4,244,467,1.4,4.2,0.1,0.9,800,3900,1300,14000,-,-,23.206144,87.850831
1764,WEST BENGAL,22,33,1,7.2,7.4,8,272,691,1.5,5.8,0.1,0.8,9000,300000,16000,900000,-,-,23.177966,88.558164
2518,WEST BENGAL,22,35,0.3,4.2,7.4,8.2,270,685,1.8,5.8,0.3,0.8,1100,300000,3000,900000,-,-,23.197644,88.573014
2541,WEST BENGAL,18,35.5,7.4,9.3,7.1,8.8,191,495,1.8,3.8,0.1,1.0,400,6000,1100,11000,-,-,23.213568,87.076517
2531,WEST BENGAL,20,34,5.4,8.5,7.1,8.3,138,759,2.4,4.8,0.1,0.5,1400,35000,17000,160000,-,-,24.11604,87.797555
2532,WEST BENGAL,20,34,6.1,8.2,7.2,8.2,131,961,2.7,5.7,0.1,0.5,2400,90000,21000,160000,-,-,24.111261,87.794355
2514,WEST BENGAL,21,34,3.3,10.6,7.2,8.2,247,587,1.6,5.7,0.2,0.8,2000,500000,4000,900000,-,-,23.413356,88.471892
1337,WEST BENGAL,20,37,4.5,8.3,7.2,8,374,6452,0.8,3.6,0.1,2.2,1400,13000,13000,28000,-,-,22.21835,88.024305
2509,WEST BENGAL,20,34,4.1,8.9,7.1,7.7,250,2185,1.4,3.7,0.1,3.2,2200,17000,9000,35000,-,-,22.437711,87.880747
1030,ASSAM,13,29,5.2,9.1,7.1,8,47,216,1.1,2.2,0.8,2.3,300,1100,360,4300,-,-,27.510417,94.953333
1262,ASSAM,16,29,5.4,8,6.8,7.8,103,200,0.7,1.9,0.3,1.3,1.8,360,300,930,-,-,26.830744,94.172775
1526,ASSAM,18,30,7.2,7.9,6.9,7.7,72,252,1,2.5,0.8,2.1,300,1500,720,4300,-,-,26.616375,92.82735
1031,ASSAM,20,30,5.6,9.1,7.4,8,91,165,1.1,2.5,1.1,2.3,360,1500,1500,3600,-,-,26.176,91.68375
1299,ASSAM,20,32,5,6.8,7.4,8.1,100,172,1,1.8,0.7,1.6,1.8,1100,720,4300,-,-,26.214866,90.557934
2069,ASSAM,22,32,6.3,9.3,7.6,8.2,78,170,1.2,1.9,0.8,2.1,360,1500,1100,4400,-,-,26.190372,91.745589
2064,ASSAM,22,32,6.2,9.2,7.2,7.9,72,174,1.2,2.2,1.0,3.0,300,730,700,2100,-,-,26.24776,91.918205
