STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max
1779,WEST BENGAL,27.0,28.0,,,7.6,8.4,635,999,0.2,0.3,0.49,1.00,3,3,4,4
1813,WEST BENGAL,22.0,27.0,,,7.4,7.5,487,722,0.2,0.3,0.17,0.22,2,2,3,3
1931,WEST BENGAL,29.0,30.0,,,7.4,7.4,2642,3047,0.3,4.0,0.12,0.33,,,,
1932,WEST BENGAL,28.0,31.0,,,7.6,7.9,894,957,0.2,0.4,0.14,0.33,,,,
1933,WEST BENGAL,28.0,30.0,,,7.0,7.3,1518,1715,0.3,0.8,0.05,0.67,2,2,2,2
1934,WEST BENGAL,28.0,29.0,,,7.3,7.6,2634,2992,0.1,0.5,0.07,0.86,,,,
1935,WEST BENGAL,29.0,30.0,,,7.1,7.5,1648,1936,0.4,0.6,0.05,1.94,9,9,14,14
1936,WEST BENGAL,28.0,28.0,,,7.8,7.9,949,1009,0.3,0.8,0.48,4.75,,,2,2
1937,WEST BENGAL,29.0,30.0,,,7.4,7.8,387,2992,0.7,3.1,0.03,0.13,,,,
1938,WEST BENGAL,27.0,30.0,,,8.3,8.4,828,1788,0.4,0.5,0.66,0.89,3,3,6,6
1939,WEST BENGAL,27.0,28.0,,,7.5,7.7,358,385,0.5,0.7,0.48,0.49,,,,
1940,WEST BENGAL,21.0,27.0,,,7.3,7.4,560,893,0.3,0.4,0.27,0.56,2,2,2,2
1941,WEST BENGAL,27.0,28.0,,,7.6,7.8,405,494,0.3,0.5,0.50,0.73,2,2,2,2
1942,WEST BENGAL,31.0,31.0,,,7.6,7.7,1319,1701,0.3,0.4,0.03,0.12,,,,
1943,WEST BENGAL,25.0,31.0,,,7.0,7.5,501,593,0.5,0.6,0.17,0.90,,,,
1944,WEST BENGAL,27.0,30.0,,,5.8,7.6,113,144,0.8,1.1,0.28,1.24,,,,
1945,WEST BENGAL,25.0,39.0,,,7.6,7.9,440,551,0.3,0.3,0.14,0.15,3,3,5,5
2510,WEST BENGAL,29.0,32.0,,,7.3,7.8,1029,1154,0.5,0.5,0.22,1.96,,,,
2515,WEST BENGAL,27.0,28.0,,,7.3,8.3,571,597,0.3,0.5,0.36,0.43,3,3,4,4
2516,WEST BENGAL,27.0,28.0,,,7.6,7.6,575,746,0.4,0.8,0.12,0.35,2,2,2,2
2526,WEST BENGAL,26.0,26.0,,,6.9,7.4,89,261,0.8,2.8,1.11,2.69,70,90,110,140
2528,WEST BENGAL,24.0,27.5,,,8.1,8.4,404,610,0.5,0.8,0.11,0.55,2,2,3,4
2529,WEST BENGAL,26.0,27.5,,,7.7,8.1,972,1102,0.7,0.9,0.06,0.70,,,,
2530,WEST BENGAL,60.0,66.0,,,8.9,9.1,532,636,0.5,0.6,0.15,0.24,,,,
2533,WEST BENGAL,28.0,32.0,,,8.1,8.3,667,835,0.8,0.9,0.19,0.58,2,2,3,4
2535,WEST BENGAL,29.0,32.0,,,8.0,8.4,450,507,0.9,0.9,0.05,0.87,2,2,2,3
2536,WEST BENGAL,28.0,29.0,,,8.0,8.1,1168,1233,0.7,0.9,0.66,0.91,2,2,2,3
2537,WEST BENGAL,29.0,30.0,,,7.9,8.1,569,1056,0.8,0.9,0.71,0.92,2,2,2,2
2538,WEST BENGAL,28.0,29.0,,,8.1,8.3,317,392,0.9,0.9,0.20,0.84,,,,
2540,WEST BENGAL,26.5,27.0,,,7.8,8.3,1228,1502,0.9,0.9,0.11,0.12,,,,
2542,WEST BENGAL,27.0,27.5,,,7.9,8.1,635,1984,0.6,0.6,0.61,0.78,,,,
2543,WEST BENGAL,26.0,28.5,,,7.0,7.5,191,216,0.6,0.7,0.73,0.92,,,,
2545,WEST BENGAL,25.0,27.0,,,7.3,7.8,1643,1984,0.6,0.6,0.10,0.95,2,2,2,2
2546,WEST BENGAL,29.0,30.0,,,7.5,7.7,944,1118,0.6,0.7,0.10,0.23,,,,
2547,WEST BENGAL,28.0,28.0,,,7.5,7.8,273,9146,3.5,5.7,0.12,0.19,,,,
2548,WEST BENGAL,29.0,30.0,,,7.7,7.9,303,388,2.4,3.2,0.15,0.81,2,4,7,8
4706,WEST BENGAL,28.0,28.0,,,7.3,7.3,866,866,0.7,0.7,0.32,0.32,,,,
4707,WEST BENGAL,27.0,27.0,,,8.4,8.4,294,294,0.8,0.8,0.31,0.31,,,,
4708,WEST BENGAL,28.0,28.0,,,7.6,7.6,776,776,0.6,0.6,0.28,0.28,,,,
4709,WEST BENGAL,28.0,28.0,,,7.8,7.8,263,263,0.2,0.2,0.25,0.25,2,2,2,2
4712,WEST BENGAL,31.0,31.0,,,7.9,7.9,3367,3367,0.8,0.8,0.43,0.43,,,,
4713,WEST BENGAL,31.0,31.0,,,7.7,7.7,1890,1890,0.4,0.4,,,,,,
4714,WEST BENGAL,24.0,24.0,,,8.0,8.0,699,699,0.7,0.7,0.13,0.13,3,3,5,5
4715,WEST BENGAL,24.0,24.0,,,7.2,7.2,380,380,0.6,0.6,0.22,0.22,,,,
4716,WEST BENGAL,27.0,27.0,,,7.5,7.5,392,392,0.7,0.7,0.53,0.53,,,,
4721,WEST BENGAL,28.0,28.0,,,7.7,7.7,91,91,0.2,0.2,0.50,0.50,,,,
4726,WEST BENGAL,21.0,21.0,,,7.2,7.2,161,161,0.5,0.5,0.30,0.30,,,,
4730,WEST BENGAL,26.0,26.0,,,7.6,7.6,882,882,0.8,0.8,1.77,1.77,,,,
4731,WEST BENGAL,26.0,26.0,,,7.7,7.7,293,293,0.3,0.3,0.45,0.45,,,,
4732,WEST BENGAL,28.0,28.0,,,7.9,7.9,611,611,0.6,0.6,0.88,0.88,,,,
4733,WEST BENGAL,26.0,26.0,,,7.4,7.4,365,365,0.5,0.5,1.71,1.71,,,,
4737,WEST BENGAL,28.0,28.0,,,7.7,7.7,7439,7439,0.5,0.5,0.93,0.93,,,,
